account_id,transaction_id,status,amount,investment_requested_at,investment_completed_at,investment_completed_at_timestamp,type
9448124885629486,3175601002308861952,completed,1053.45,1583827199,1583827201,2020-03-10T08:00:01.000000000,investment_transfer_out
9448124885629486,3202895214295802880,completed,113.91,1578394309,1578394328,2020-01-07T10:52:08.000000000,investment_transfer_in
9448124885629486,812127439530163456,completed,1221.67,1592372439,1592372456,2020-06-17T05:40:56.000000000,investment_transfer_in
9448124885629486,509039706477778880,completed,1197.78,1584574641,1584574648,2020-03-18T23:37:28.000000000,investment_transfer_out
9448124885629486,2549140116480109056,completed,743.59,1591467035,1591467041,2020-06-06T18:10:41.000000000,investment_transfer_in
9462613211888924,668874136757447168,completed,573.22,1596424433,1596424449,2020-08-03T03:14:09.000000000,investment_transfer_in
9807564234567284,634655878869789696,completed,236.87,1607636034,1607636053,2020-12-10T21:34:13.000000000,investment_transfer_in
9807564234567284,3038428540302075904,completed,828.48,1584213166,1584213171,2020-03-14T19:12:51.000000000,investment_transfer_out
9807564234567284,1452440919105406720,completed,1362.89,1591183886,1591183894,2020-06-03T11:31:34.000000000,investment_transfer_in
10607045612774784,490877783792935552,completed,1235.39,1579776140,1579776141,2020-01-23T10:42:21.000000000,investment_transfer_in
10607045612774784,2786452248848970752,completed,194.73,1580802501,1580802519,2020-02-04T07:48:39.000000000,investment_transfer_in
10607045612774784,1009359015882433664,completed,1476.28,1598786659,1598786663,2020-08-30T11:24:23.000000000,investment_transfer_in
10607045612774784,3937790658402669,completed,343.13,1587646343,1587646362,2020-04-23T12:52:42.000000000,investment_transfer_in
10607045612774784,510058022242265664,completed,1121.93,1585894110,1585894116,2020-04-03T06:08:36.000000000,investment_transfer_out
10607045612774784,1768925334178163712,completed,827.25,1597059268,1597059277,2020-08-10T11:34:37.000000000,investment_transfer_out
12225088533182584,2398958253462875648,completed,1362.83,1581262496,1581262510,2020-02-09T15:35:10.000000000,investment_transfer_in
12225088533182584,3320173951277432320,completed,1371.38,1587826404,1587826411,2020-04-25T14:53:31.000000000,investment_transfer_in
16219110008629412,2744763016078975488,completed,1262.4,1591488598,1591488611,2020-06-07T00:10:11.000000000,investment_transfer_in
16219110008629412,3227939652398927872,completed,652.29,1602673557,1602673567,2020-10-14T11:06:07.000000000,investment_transfer_in
16219110008629412,454985656593198144,completed,1092.57,1586375253,1586375253,2020-04-08T19:47:33.000000000,investment_transfer_in
16219110008629412,2210687174018207744,completed,107.14,1578404286,1578404294,2020-01-07T13:38:14.000000000,investment_transfer_in
16602732060529808,2001711284692128512,completed,442.67,1596001472,1596001473,2020-07-29T05:44:33.000000000,investment_transfer_in
16602732060529808,3498231761938888,completed,1323.94,1593533410,1593533428,2020-06-30T16:10:28.000000000,investment_transfer_in
16602732060529808,2474900465244154368,completed,346.67,1588367683,1588367685,2020-05-01T21:14:45.000000000,investment_transfer_out
16602732060529808,2159248986337929472,completed,265.94,1592848346,1592848356,2020-06-22T17:52:36.000000000,investment_transfer_out
16602732060529808,898659639802533248,completed,718.79,1589481661,1589481678,2020-05-14T18:41:18.000000000,investment_transfer_in
16602732060529808,2316419008085998592,completed,913.05,1607757600,1607757611,2020-12-12T07:20:11.000000000,investment_transfer_in
16602732060529808,807833543460758272,completed,1296.96,1591994201,1591994218,2020-06-12T20:36:58.000000000,investment_transfer_out
16602732060529808,835863206081221888,completed,826.39,1591170232,1591170243,2020-06-03T07:44:03.000000000,investment_transfer_in
16898583974302990,1934488133966934784,completed,1036.65,1607128671,1607128676,2020-12-05T00:37:56.000000000,investment_transfer_out
16898583974302990,1696475276075915520,completed,684.58,1591023988,1591023993,2020-06-01T15:06:33.000000000,investment_transfer_out
16898583974302990,2674025559940267008,completed,1218.05,1586852142,1586852156,2020-04-14T08:15:56.000000000,investment_transfer_in
16898583974302990,1226349604672924672,completed,1188.94,1594812856,1594812871,2020-07-15T11:34:31.000000000,investment_transfer_out
16898583974302990,968318647323984768,completed,1391.06,1603287849,1603287859,2020-10-21T13:44:19.000000000,investment_transfer_in
16898583974302990,1178940959836998656,completed,337.91,1609252583,1609252586,2020-12-29T14:36:26.000000000,investment_transfer_out
16898583974302990,298575560761175680,completed,1159.04,1583697338,1583697356,2020-03-08T19:55:56.000000000,investment_transfer_in
16898583974302990,1837326198644910336,completed,30.76,1586974920,1586974923,2020-04-15T18:22:03.000000000,investment_transfer_in
16898583974302990,2883407633097484288,completed,69.97,1580782998,1580783016,2020-02-04T02:23:36.000000000,investment_transfer_in
17905154893500652,3051573988429613056,completed,1073.38,1588726208,1588726220,2020-05-06T00:50:20.000000000,investment_transfer_out
19048274450778128,2571658377164762112,completed,665.47,1579995287,1579995304,2020-01-25T23:35:04.000000000,investment_transfer_in
19048274450778128,806222449780967040,completed,1387.24,1590809382,1590809389,2020-05-30T03:29:49.000000000,investment_transfer_in
19048274450778128,2819972409253144064,completed,1341.15,1579819697,1579819702,2020-01-23T22:48:22.000000000,investment_transfer_in
19048274450778128,2232496268830368512,completed,1164.94,1583294783,1583294793,2020-03-04T04:06:33.000000000,investment_transfer_in
19048274450778128,64429269771498680,completed,982.71,1597286410,1597286422,2020-08-13T02:40:22.000000000,investment_transfer_out
19048274450778128,2738330433113174016,completed,838.85,1580137465,1580137468,2020-01-27T15:04:28.000000000,investment_transfer_in
19048274450778128,248843175685983872,completed,340.23,1582791714,1582791722,2020-02-27T08:22:02.000000000,investment_transfer_out
19048274450778128,2885387075752984064,failed,970.12,1605189983,,,investment_transfer_out
19048274450778128,2260776895029801216,completed,1453.21,1602253329,1602253332,2020-10-09T14:22:12.000000000,investment_transfer_out
19048274450778128,2973856700916145152,completed,414.91,1579845330,1579845346,2020-01-24T05:55:46.000000000,investment_transfer_in
19386628231177136,875830731344987520,completed,672.32,1595940269,1595940276,2020-07-28T12:44:36.000000000,investment_transfer_out
19386628231177136,390991213424794176,completed,613.96,1608243435,1608243442,2020-12-17T22:17:22.000000000,investment_transfer_out
19386628231177136,367202269024868736,completed,585.68,1589789813,1589789830,2020-05-18T08:17:10.000000000,investment_transfer_out
19386628231177136,1446746107189685760,completed,1357.7,1578560327,1578560339,2020-01-09T08:58:59.000000000,investment_transfer_out
19386628231177136,3094099780755572224,completed,378.03,1601444888,1601444888,2020-09-30T05:48:08.000000000,investment_transfer_in
19386628231177136,29415725522305780,failed,1004.35,1592412299,,,investment_transfer_in
19386628231177136,510202434253399296,completed,908.74,1581101418,1581101428,2020-02-07T18:50:28.000000000,investment_transfer_out
19386628231177136,2562769511356802048,failed,803.9,1586968549,,,investment_transfer_in
19386628231177136,3304894305716421632,completed,346.59,1603921430,1603921430,2020-10-28T21:43:50.000000000,investment_transfer_in
19386628231177136,1551987984003692544,completed,683.51,1600901853,1600901872,2020-09-23T22:57:52.000000000,investment_transfer_in
19931862076924200,575785818555823488,completed,1410.65,1590003719,1590003725,2020-05-20T19:42:05.000000000,investment_transfer_out
21068538269307996,3322578169999099392,completed,871.85,1593654867,1593654879,2020-07-02T01:54:39.000000000,investment_transfer_out
21068538269307996,2309910737745081344,completed,216.19,1607067309,1607067321,2020-12-04T07:35:21.000000000,investment_transfer_in
21068538269307996,703073109501004800,completed,409.33,1600006137,1600006150,2020-09-13T14:09:10.000000000,investment_transfer_out
21068538269307996,2056961198036973056,completed,325.63,1593576728,1593576734,2020-07-01T04:12:14.000000000,investment_transfer_out
21068538269307996,1032700606958629888,completed,1262.52,1603643002,1603643008,2020-10-25T16:23:28.000000000,investment_transfer_in
21068538269307996,3294161824122444800,completed,107.83,1578514212,1578514221,2020-01-08T20:10:21.000000000,investment_transfer_in
21257040197113732,2222283247880063232,completed,469.02,1586550369,1586550377,2020-04-10T20:26:17.000000000,investment_transfer_in
21257040197113732,1652418103891051520,completed,1067.71,1587242207,1587242216,2020-04-18T20:36:56.000000000,investment_transfer_in
21257040197113732,2102240064460210176,completed,1078.06,1601157050,1601157058,2020-09-26T21:50:58.000000000,investment_transfer_in
21257040197113732,3370188093066252288,completed,1167.23,1608568662,1608568664,2020-12-21T16:37:44.000000000,investment_transfer_out
21257040197113732,2914327133554273280,completed,46.21,1584538630,1584538648,2020-03-18T13:37:28.000000000,investment_transfer_in
21257040197113732,762889731670044800,failed,1063.83,1603222383,,,investment_transfer_in
21257040197113732,620454492084727680,completed,319.93,1578203184,1578203191,2020-01-05T05:46:31.000000000,investment_transfer_out
21257040197113732,1010937706226105600,completed,182.09,1606407320,1606407323,2020-11-26T16:15:23.000000000,investment_transfer_in
21257040197113732,1625826688111393536,completed,1016.07,1597825288,1597825303,2020-08-19T08:21:43.000000000,investment_transfer_out
21257040197113732,2710233771472678912,completed,1012.76,1599883298,1599883306,2020-09-12T04:01:46.000000000,investment_transfer_in
22738635699584700,2991954837079642624,completed,1150.16,1599877244,1599877249,2020-09-12T02:20:49.000000000,investment_transfer_in
22738635699584700,2216072219845408256,completed,30.26,1594192973,1594192978,2020-07-08T07:22:58.000000000,investment_transfer_out
22738635699584700,1428981184570930176,completed,1075.96,1588847895,1588847896,2020-05-07T10:38:16.000000000,investment_transfer_out
22738635699584700,306217637652810560,completed,1043.57,1604228660,1604228672,2020-11-01T11:04:32.000000000,investment_transfer_out
22738635699584700,1985372794200254976,completed,29.37,1597280551,1597280562,2020-08-13T01:02:42.000000000,investment_transfer_in
22738635699584700,2622034019428523008,failed,717.0,1603679418,,,investment_transfer_out
24454083555707500,1237990485434346240,completed,110.9,1583669461,1583669465,2020-03-08T12:11:05.000000000,investment_transfer_in
24454083555707500,1140247226996979968,completed,1032.06,1579368836,1579368844,2020-01-18T17:34:04.000000000,investment_transfer_in
24454083555707500,1536523866890659584,completed,1424.14,1591347182,1591347186,2020-06-05T08:53:06.000000000,investment_transfer_in
24454083555707500,1323159205251934720,completed,557.19,1604421643,1604421649,2020-11-03T16:40:49.000000000,investment_transfer_in
24454083555707500,1383174194871867904,completed,1164.89,1606099010,1606099023,2020-11-23T02:37:03.000000000,investment_transfer_in
24454083555707500,1456422417259727872,completed,12.53,1596582911,1596582920,2020-08-04T23:15:20.000000000,investment_transfer_in
24454083555707500,203785938918396096,completed,1247.07,1579687221,1579687238,2020-01-22T10:00:38.000000000,investment_transfer_out
24454083555707500,1584296754704694016,completed,638.16,1586236641,1586236655,2020-04-07T05:17:35.000000000,investment_transfer_in
25311546418431616,3370222459432773120,completed,76.65,1601738855,1601738873,2020-10-03T15:27:53.000000000,investment_transfer_in
25311546418431616,2512488061724804096,completed,240.37,1598571260,1598571269,2020-08-27T23:34:29.000000000,investment_transfer_in
25311546418431616,2155884416312454912,completed,19.44,1579401337,1579401352,2020-01-19T02:35:52.000000000,investment_transfer_in
26294862298453776,2947558366711272960,completed,716.89,1606812988,1606813007,2020-12-01T08:56:47.000000000,investment_transfer_in
26294862298453776,1917633750543294976,completed,767.95,1602216729,1602216745,2020-10-09T04:12:25.000000000,investment_transfer_in
26294862298453776,2892214745733121536,completed,1171.94,1587000304,1587000322,2020-04-16T01:25:22.000000000,investment_transfer_in
26294862298453776,2072265899970008576,completed,83.96,1584361339,1584361355,2020-03-16T12:22:35.000000000,investment_transfer_in
26294862298453776,3364605388402434048,completed,797.99,1603211589,1603211594,2020-10-20T16:33:14.000000000,investment_transfer_in
26294862298453776,1804627274083068160,completed,300.17,1599347177,1599347190,2020-09-05T23:06:30.000000000,investment_transfer_in
26294862298453776,1118263730950734720,completed,933.92,1593682343,1593682349,2020-07-02T09:32:29.000000000,investment_transfer_in
26891589648478016,2474643221017028096,completed,1388.75,1598191199,1598191207,2020-08-23T14:00:07.000000000,investment_transfer_in
26891589648478016,1479148785057758208,completed,256.46,1580231877,1580231886,2020-01-28T17:18:06.000000000,investment_transfer_in
26891589648478016,3215252086675974144,completed,604.21,1588063266,1588063277,2020-04-28T08:41:17.000000000,investment_transfer_in
26891589648478016,2406904647136855552,completed,35.42,1605908124,1605908130,2020-11-20T21:35:30.000000000,investment_transfer_in
26891589648478016,1058720429142034816,completed,1181.28,1604003298,1604003299,2020-10-29T20:28:19.000000000,investment_transfer_in
26891589648478016,2529942932083246080,completed,758.84,1578555217,1578555235,2020-01-09T07:33:55.000000000,investment_transfer_in
26891589648478016,850126007042413440,completed,1041.52,1588996339,1588996350,2020-05-09T03:52:30.000000000,investment_transfer_in
28099442614623548,3071869705661771264,completed,178.83,1589080067,1589080084,2020-05-10T03:08:04.000000000,investment_transfer_in
28099442614623548,2719105884154369024,failed,341.92,1607526996,,,investment_transfer_in
28099442614623548,1857343344953593600,completed,435.89,1582492742,1582492744,2020-02-23T21:19:04.000000000,investment_transfer_out
28099442614623548,2747488672043603968,completed,268.01,1603089987,1603089988,2020-10-19T06:46:28.000000000,investment_transfer_out
28099442614623548,3189152667179091456,completed,565.28,1578171967,1578171982,2020-01-04T21:06:22.000000000,investment_transfer_in
28099442614623548,3220554245315685888,completed,398.02,1589537870,1589537875,2020-05-15T10:17:55.000000000,investment_transfer_out
28099442614623548,2789823089872182784,completed,7.52,1606509899,1606509899,2020-11-27T20:44:59.000000000,investment_transfer_in
28099442614623548,2290426968439636480,completed,1350.67,1581813632,1581813643,2020-02-16T00:40:43.000000000,investment_transfer_out
29766392739124468,1159274447651115776,completed,689.32,1584171387,1584171399,2020-03-14T07:36:39.000000000,investment_transfer_in
29766392739124468,2494068838913047040,completed,426.61,1589494467,1589494468,2020-05-14T22:14:28.000000000,investment_transfer_in
29766392739124468,6132338854493331,completed,1042.55,1591009045,1591009057,2020-06-01T10:57:37.000000000,investment_transfer_in
29766392739124468,1153687649218864640,completed,960.56,1586739871,1586739875,2020-04-13T01:04:35.000000000,investment_transfer_in
29766392739124468,1837795285513789696,completed,1030.43,1588733410,1588733428,2020-05-06T02:50:28.000000000,investment_transfer_out
30145104489878324,2959333057125460992,completed,561.74,1582945681,1582945699,2020-02-29T03:08:19.000000000,investment_transfer_in
30145104489878324,2746706477857979904,completed,1468.98,1608525786,1608525795,2020-12-21T04:43:15.000000000,investment_transfer_in
30145104489878324,1852673802752866048,completed,412.87,1587899210,1587899212,2020-04-26T11:06:52.000000000,investment_transfer_in
30145104489878324,1062902070748073472,completed,4.24,1601647148,1601647148,2020-10-02T13:59:08.000000000,investment_transfer_out
30145104489878324,1046014563533674240,completed,1010.33,1592541440,1592541454,2020-06-19T04:37:34.000000000,investment_transfer_in
32862936640708872,2562796636023071232,completed,17.6,1600827970,1600827975,2020-09-23T02:26:15.000000000,investment_transfer_out
32862936640708872,734835010965016192,completed,1448.66,1606372711,1606372711,2020-11-26T06:38:31.000000000,investment_transfer_in
32862936640708872,493200548561901312,completed,1373.21,1592158239,1592158242,2020-06-14T18:10:42.000000000,investment_transfer_in
32862936640708872,891655073260666624,completed,778.42,1590461256,1590461272,2020-05-26T02:47:52.000000000,investment_transfer_in
32862936640708872,2489578251283526144,completed,478.91,1592627474,1592627474,2020-06-20T04:31:14.000000000,investment_transfer_in
33244542453658892,2968797123455567360,completed,891.06,1608633674,1608633691,2020-12-22T10:41:31.000000000,investment_transfer_in
33244542453658892,1583066343621631232,completed,52.43,1591484543,1591484551,2020-06-06T23:02:31.000000000,investment_transfer_in
33244542453658892,174932608361594368,completed,1415.06,1592382866,1592382869,2020-06-17T08:34:29.000000000,investment_transfer_in
33244542453658892,3267102028367638528,completed,800.11,1597805848,1597805863,2020-08-19T02:57:43.000000000,investment_transfer_in
33244542453658892,2958632465985370112,completed,834.93,1605808103,1605808118,2020-11-19T17:48:38.000000000,investment_transfer_in
33244542453658892,1129986121753176960,completed,54.69,1593490246,1593490253,2020-06-30T04:10:53.000000000,investment_transfer_in
33244542453658892,1888709520716782080,completed,705.29,1587826291,1587826307,2020-04-25T14:51:47.000000000,investment_transfer_in
33244542453658892,17926550674085340,completed,1387.93,1599322551,1599322570,2020-09-05T16:16:10.000000000,investment_transfer_out
33480979274858928,258598000025067200,failed,185.87,1605037148,,,investment_transfer_in
33480979274858928,1425010338026507008,completed,226.99,1606154951,1606154961,2020-11-23T18:09:21.000000000,investment_transfer_in
33480979274858928,340921861323852480,completed,886.9,1581922287,1581922295,2020-02-17T06:51:35.000000000,investment_transfer_out
33480979274858928,406155059455065920,completed,639.92,1600308660,1600308671,2020-09-17T02:11:11.000000000,investment_transfer_in
33480979274858928,2984000671086797824,failed,748.14,1586093063,,,investment_transfer_in
33480979274858928,925143505898144640,completed,460.12,1607510635,1607510654,2020-12-09T10:44:14.000000000,investment_transfer_in
34118208990522820,1441927230476742656,completed,601.35,1607608715,1607608730,2020-12-10T13:58:50.000000000,investment_transfer_in
34118208990522820,2567971314734603264,completed,94.92,1602863989,1602864005,2020-10-16T16:00:05.000000000,investment_transfer_out
34118208990522820,2408940428265721856,completed,1459.4,1579615331,1579615341,2020-01-21T14:02:21.000000000,investment_transfer_in
34118208990522820,1880093384151270656,completed,1351.72,1582894876,1582894894,2020-02-28T13:01:34.000000000,investment_transfer_in
34118208990522820,2237045351080599296,completed,891.51,1609083754,1609083760,2020-12-27T15:42:40.000000000,investment_transfer_in
34118208990522820,3279785439395417600,completed,457.25,1581685451,1581685459,2020-02-14T13:04:19.000000000,investment_transfer_in
34118208990522820,2768803491006578176,completed,126.02,1598683510,1598683524,2020-08-29T06:45:24.000000000,investment_transfer_in
34118208990522820,2012115516422823424,completed,40.85,1600832409,1600832415,2020-09-23T03:40:15.000000000,investment_transfer_in
34118208990522820,1658142392528796416,completed,562.71,1578408694,1578408702,2020-01-07T14:51:42.000000000,investment_transfer_out
34562962206624268,2311064316305567232,completed,897.24,1581262606,1581262611,2020-02-09T15:36:51.000000000,investment_transfer_in
35562985794359408,1772025055109033472,completed,843.33,1579987137,1579987145,2020-01-25T21:19:05.000000000,investment_transfer_in
